"TC_ID","SC_Ref","Reference","Feature","Module","Title","Type","Priority","Precondition","Steps","Expected","Note","Status R1","Tester R1","Date R1"
"US08-TC-028","SC-28","QA-01.7 BA xác nhận: 'phân quyền dữ liệu Biểu phí phụ thuộc vào dữ liệu Code phí chứ không phụ thuộc vào user khai báo'","US08 – Sao chép Biểu phí","Khởi tạo sao chép","Phân quyền biểu phí clone phụ thuộc Code phí bên trong — User Khối A sao chép biểu phí có Code phí Khối B","Business Logic","Medium","1. User Maker thuộc Khối KHCN đăng nhập.
2. Biểu phí 'BP-KHOIB' hiển thị trên lưới (có Code phí thuộc Khối KHCN theo QTC-10).
3. Biểu phí 'BP-KHOIB' cũng chứa Code phí thuộc Khối KHTC.","1. Tại dòng biểu phí 'BP-KHOIB', nhấn nút 'Sao chép'.
2. Sửa Mã = 'BP-CLONE-KHOIB' (unique), nhấn 'Xác nhận'.
3. Sau khi duyệt → Kiểm tra biểu phí clone hiển thị cho user Khối nào.","(i) Nghiệp vụ/Logic: Biểu phí clone 'BP-CLONE-KHOIB' phân quyền dựa trên Code phí bên trong (KHÔNG phụ thuộc user thực hiện khai báo). User Khối KHTC vẫn thấy biểu phí này nếu có Code phí thuộc KHTC.
(ii) UI: Biểu phí hiển thị cho các Khối có Code phí tương ứng [QTC-10].","[QTC-10] Phân quyền theo Code phí","","",""
"US08-TC-029","SC-29","QA-03.2 BA xác nhận: 'sao chép toàn bộ Code phí thuộc Biểu phí mà không phụ thuộc vào trạng thái'","US08 – Sao chép Biểu phí","Khởi tạo sao chép","Sao chép biểu phí có Code phí ở nhiều trạng thái — Hệ thống sao chép TOÀN BỘ bất kể trạng thái","Business Logic","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Biểu phí 'BP-MULTIST' có 3 Code phí với các trạng thái khác nhau.","1. Tại dòng biểu phí 'BP-MULTIST', nhấn nút 'Sao chép'.
2. Quan sát lưới Thông tin chi tiết trên form Thêm mới.
3. Đếm số lượng Code phí được pre-fill.","(i) Nghiệp vụ/Logic: Hệ thống sao chép toàn bộ 3 Code phí bất kể trạng thái (trạng thái Code phí phụ thuộc vào Biểu phí).
(ii) UI: Lưới chi tiết hiển thị đầy đủ 3 Code phí.","","","",""
"US08-TC-030","SC-30","QA-01.4: áp dụng tương tự cho Code phí chi tiết bên trong Biểu phí","US08 – Sao chép Biểu phí","Khởi tạo sao chép","Code phí đang Chờ duyệt chỉnh sửa — Hệ thống sao chép phiên bản đã duyệt của Code phí","Business Logic","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Biểu phí 'BP-CFCHINHSUA' có Code phí 'CP-DANG-DUYET' đang Chờ duyệt chỉnh sửa (bản nháp sửa Mức phí = 100,000; bản đã duyệt Mức phí = 50,000).","1. Tại dòng biểu phí 'BP-CFCHINHSUA', nhấn nút 'Sao chép'.
2. Kiểm tra dữ liệu Code phí 'CP-DANG-DUYET' trên lưới chi tiết.","(i) Nghiệp vụ/Logic: Hệ thống sao chép phiên bản 'đã duyệt' của Code phí. Mức phí = 50,000 (KHÔNG phải 100,000 bản nháp).
(ii) UI: Lưới chi tiết hiển thị Code phí với dữ liệu đã duyệt.","Consistent với logic QA-01.4 cho Biểu phí cấp cha","","",""
"US08-TC-031","SC-31","QA-01.3 BA xác nhận: 'không cần lưu traceability', 'Sao chép bản chất là Thêm mới'","US08 – Sao chép Biểu phí","Xác nhận / Đóng","Lịch sử tác động ghi hành động = 'Thêm mới' (KHÔNG ghi 'Sao chép')","Business Logic","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã sao chép biểu phí gốc → Xác nhận thành công → Last Checker đã phê duyệt bản clone 'BP-CLONE-HIST'.","1. Truy cập Tham số >> Danh mục biểu phí >> Xem chi tiết biểu phí 'BP-CLONE-HIST'.
2. Nhấn nút/link 'Lịch sử tác động'.
3. Kiểm tra popup Lịch sử tác động.","""(i) Nghiệp vụ/Logic: Popup Lịch sử tác động hiển thị dòng gần nhất với Tác động = 'Thêm mới' (KHÔNG phải 'Sao chép'). Không có traceability về nguồn gốc biểu phí gốc.
(ii) UI: Popup hiển thị bảng: Ngày cập nhật, Tác động = 'Thêm mới', Người cập nhật, Người phê duyệt.
 Các trường Datetime (Ngày cập nhật) hiển thị đúng định dạng hh:mm:ss – dd/mm/yyyy.""","[QTC-08] Lịch sử tác động","","",""
"US08-TC-032","SC-32","QA-03.1 BA xác nhận: 'Tên Biểu phí Không cần unique'; [QTC-14.2]","US08 – Sao chép Biểu phí","Xác nhận / Đóng","Giữ nguyên Tên trùng với biểu phí gốc rồi Xác nhận — Hệ thống cho phép (Tên KHÔNG cần unique)","Business Logic","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc có Tên = 'Biểu phí VIP Quý 1'.","1. Trên form Thêm mới (clone), sửa Mã = 'BP-TENTRUNG01' (unique).
2. Giữ nguyên Tên = 'Biểu phí VIP Quý 1' (trùng bản gốc).
3. Nhấn nút 'Xác nhận'.","(i) Nghiệp vụ/Logic: Hệ thống chấp nhận Tên trùng. Validate thành công (Tên KHÔNG cần unique). Bản ghi lưu ở trạng thái 'Chờ duyệt'.
(ii) UI: Toast 'Thêm mới thành công'. Không có lỗi về Tên trùng.","[QTC-14.2] Tên không cần unique","","",""
"US08-TC-033","SC-33","QA-03.4 BA xác nhận: 'sao chép cả Ngày hiệu lực và Ngày hết hiệu lực'; Validate overlap theo US06","US08 – Sao chép Biểu phí","Xác nhận / Đóng","Ngày hiệu lực sao chép nguyên — Sửa Ngày để không overlap → Xác nhận thành công","Business Logic","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc có Code phí 'CP-OVL' + Ngày hiệu lực 01/01/2026 – 30/06/2026.
3. Tồn tại biểu phí gốc (không clone) cũng chứa 'CP-OVL' với Ngày 01/01/2026 – 30/06/2026.","1. Trên form clone, sửa Mã = 'BP-NOOVERLAP' (unique).
2. Sửa Ngày hiệu lực = 01/07/2026, Ngày hết hiệu lực = 31/12/2026 (KHÔNG overlap).
3. Nhấn nút 'Xác nhận'.","(i) Nghiệp vụ/Logic: Validate overlap pass (khoảng thời gian không overlap). Bản ghi lưu ở trạng thái 'Chờ duyệt'.
(ii) UI: Toast 'Thêm mới thành công'.","","","",""
"US08-TC-034","SC-34","QTC-12 §1: Checker có nút Phê duyệt/Từ chối; §2: Maker thấy Ghi chú lý do từ chối","US08 – Sao chép Biểu phí","Maker-Checker","Checker TỪ CHỐI bản clone — Bản ghi chuyển trạng thái 'Từ chối duyệt', Maker thấy lý do","Business Logic","High","1. User Checker đăng nhập với quyền phê duyệt.
2. Bản ghi clone 'BP-CLONE-REJECT' đang ở trạng thái 'Chờ duyệt' tại Tác vụ chờ duyệt.","1. Truy cập Tác vụ chờ duyệt.
2. Tại dòng 'BP-CLONE-REJECT', nhấn nút 'Từ chối'.
3. Nhập lý do từ chối = 'Thiếu thông tin Code phí chi tiết'.
4. Xác nhận từ chối.
5. Đăng nhập Maker → Truy cập Tác vụ Pending của tôi.","(i) Nghiệp vụ/Logic: Bản ghi chuyển trạng thái = 'Từ chối duyệt'. Lý do từ chối = 'Thiếu thông tin Code phí chi tiết' được lưu.
(ii) UI: Tại Tác vụ Pending (Maker), bản ghi hiển thị trạng thái 'Từ chối duyệt'. Ghi chú hiển thị lý do từ chối. Hiển thị nút: Xem, Chỉnh sửa, Xóa [QTC-12 §2].","[QTC-12] Maker-Checker","","",""
"US08-TC-035","SC-35","QTC-12 §2: 'Xóa: Hiển thị khi Trạng thái = Chờ duyệt hoặc Từ chối duyệt'","US08 – Sao chép Biểu phí","Maker-Checker","Maker XÓA bản clone tại Tác vụ Pending (trạng thái Chờ duyệt)","Business Logic","Medium","1. User Maker đăng nhập.
2. Bản ghi clone 'BP-CLONE-DEL' đang ở trạng thái 'Chờ duyệt' tại Tác vụ Pending của tôi.","1. Truy cập Tác vụ Pending của tôi.
2. Tại dòng 'BP-CLONE-DEL', nhấn nút 'Xóa'.
3. Xác nhận xóa.
4. Quan sát kết quả.","(i) Nghiệp vụ/Logic: Bản ghi bị xóa khỏi hàng chờ duyệt. Không còn hiển thị tại Tác vụ Pending hoặc Tác vụ chờ duyệt.
(ii) UI: Bản ghi không còn hiển thị trên danh sách. Không tạo biểu phí chính thức.","[QTC-12 §2]","","",""
"US08-TC-036","SC-36","QTC-12 §2: 'Chỉnh sửa: Chỉ hiển thị khi Trạng thái = Từ chối duyệt VÀ Tác vụ là Thêm mới'","US08 – Sao chép Biểu phí","Maker-Checker","Maker CHỈNH SỬA bản clone bị từ chối → Submit lại → Trạng thái quay về 'Chờ duyệt'","Business Logic","High","1. User Maker đăng nhập.
2. Bản ghi clone 'BP-CLONE-REJECT' ở trạng thái 'Từ chối duyệt' tại Tác vụ Pending.","1. Truy cập Tác vụ Pending của tôi.
2. Tại dòng 'BP-CLONE-REJECT', nhấn nút 'Chỉnh sửa'.
3. Sửa thông tin theo yêu cầu (bổ sung Code phí chi tiết).
4. Nhấn nút 'Xác nhận'.","(i) Nghiệp vụ/Logic: Bản ghi quay lại trạng thái 'Chờ duyệt'. Hành động vẫn là 'Thêm mới'.
(ii) UI: Toast 'Chỉnh sửa thành công'. Bản ghi hiển thị tại Tác vụ Pending với trạng thái 'Chờ duyệt'.","[QTC-12 §2]","","",""
"US08-TC-037","SC-37","QTC-12 §2: State Transition — Từ chối → Chỉnh sửa → Chờ duyệt → Từ chối lần 2","US08 – Sao chép Biểu phí","Maker-Checker","Vòng lặp Maker-Checker: Từ chối → Chỉnh sửa → Từ chối lần 2 — Trạng thái luân chuyển đúng","Business Logic","Medium","1. Bản ghi clone 'BP-CLONE-CYCLE' đã bị Checker từ chối lần 1.
2. Maker đã chỉnh sửa và submit lại → Trạng thái = 'Chờ duyệt'.","1. Checker đăng nhập → Truy cập Tác vụ chờ duyệt.
2. Tại dòng 'BP-CLONE-CYCLE', nhấn nút 'Từ chối' lần 2.
3. Nhập lý do = 'Vẫn chưa đạt yêu cầu'.
4. Maker đăng nhập → Truy cập Tác vụ Pending.","(i) Nghiệp vụ/Logic: Bản ghi quay về trạng thái 'Từ chối duyệt' lần 2. Maker vẫn có thể Chỉnh sửa hoặc Xóa [QTC-12 §2].
(ii) UI: Tại Tác vụ Pending (Maker), hiển thị trạng thái 'Từ chối duyệt'. Ghi chú = 'Vẫn chưa đạt yêu cầu'. Hiển thị nút Chỉnh sửa, Xóa.","State transition cycle: Từ chối → Sửa → Chờ duyệt → Từ chối","","",""
"US08-TC-038","SC-38","QA-01.1: 'toàn bộ trường đều được sao chép nguyên giá trị'; QA-01.4: 'lấy dữ liệu đã duyệt'","US08 – Sao chép Biểu phí","Khởi tạo sao chép","Dữ liệu pre-fill KHỚP 100% với biểu phí gốc phiên bản đã duyệt — Đối chiếu từng trường","Data Integrity","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Biểu phí gốc 'BP-VERIFY' đã duyệt với: Tên = 'Phí dịch vụ Q2', Mã = 'BP-VERIFY', Ngày hiệu lực = 01/04/2026, Ngày hết hiệu lực = 30/06/2026, Ghi chú = 'Áp dụng quý 2 năm 2026', Code phí: CP-V01, CP-V02.","1. Tại dòng biểu phí 'BP-VERIFY', nhấn nút 'Sao chép'.
2. Đối chiếu từng trường trên form Thêm mới với dữ liệu biểu phí gốc.","(i) Nghiệp vụ/Logic: Tất cả trường KHỚP 100%: Tên = 'Phí dịch vụ Q2', Mã = 'BP-VERIFY', Ngày hiệu lực = 01/04/2026, Ngày hết hiệu lực = 30/06/2026, Ghi chú = 'Áp dụng quý 2 năm 2026'. Lưới chi tiết: CP-V01, CP-V02.
(ii) UI: Mọi trường hiển thị đúng giá trị gốc. Không bị mất/sai/cắt dữ liệu.","","","",""
"US08-TC-039","SC-39","Nguyên tắc sao chép: tạo bản ghi mới độc lập, không tác động bản gốc","US08 – Sao chép Biểu phí","Xác nhận / Đóng","Sau clone thành công — Biểu phí gốc KHÔNG bị ảnh hưởng (dữ liệu giữ nguyên)","Data Integrity","High","1. Biểu phí gốc 'BP-GOCSAO01' có dữ liệu ban đầu: Tên = 'Biểu phí gốc', Code phí: CP001, CP002.
2. Đã sao chép + duyệt bản clone 'BP-CLONE01' thành công.","1. Truy cập Tham số >> Danh mục biểu phí.
2. Xem chi tiết biểu phí gốc 'BP-GOCSAO01'.
3. Kiểm tra dữ liệu, trạng thái, Code phí.","(i) Nghiệp vụ/Logic: Biểu phí gốc 'BP-GOCSAO01' KHÔNG bị thay đổi: Tên = 'Biểu phí gốc', Code phí CP001 + CP002 giữ nguyên, trạng thái không đổi.
(ii) UI: Mọi thông tin hiển thị y nguyên so với trước khi sao chép.","","","",""
"US08-TC-040","SC-40","QA-02.2 BA xác nhận: 'chặn gửi nhiều request, đảm bảo chỉ hiển thị 1 màn hình Thêm mới'","US08 – Sao chép Biểu phí","Khởi tạo sao chép","Spam-click nút 'Sao chép' trên lưới — FE chặn multi-request, chỉ mở 1 màn hình","NFR","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Tồn tại biểu phí 'BP-SPAM' trên lưới.","1. Truy cập Tham số >> Danh mục biểu phí.
2. Tại dòng biểu phí 'BP-SPAM', nhấn nút 'Sao chép' liên tục 3-5 lần nhanh (spam-click).
3. Quan sát hành vi FE.","(i) Nghiệp vụ/Logic: FE chỉ gửi 1 request đến BE. Chỉ mở 1 màn hình Thêm mới duy nhất.
(ii) UI: Không mở nhiều tab/popup Thêm mới. Nút 'Sao chép' bị disable sau click đầu tiên hoặc hiển thị loading.","Chống spam-click","","",""
"US08-TC-041","SC-41","US08: Sao chép bản chất = Thêm mới → không lock biểu phí gốc","US08 – Sao chép Biểu phí","Khởi tạo sao chép","2 Makers cùng sao chép 1 biểu phí gốc đồng thời — Cả 2 tạo clone riêng biệt thành công","NFR","Low","1. User Maker A và Maker B cùng đăng nhập trên 2 phiên khác nhau.
2. Cùng truy cập biểu phí gốc 'BP-CONCURRENT'.","1. Maker A nhấn nút 'Sao chép' biểu phí 'BP-CONCURRENT' → Sửa Mã = 'BP-CLONEA', nhấn 'Xác nhận'.
2. Đồng thời, Maker B nhấn nút 'Sao chép' biểu phí 'BP-CONCURRENT' → Sửa Mã = 'BP-CLONEB', nhấn 'Xác nhận'.
3. Kiểm tra kết quả.","(i) Nghiệp vụ/Logic: Cả 2 bản clone 'BP-CLONEA' và 'BP-CLONEB' đều được tạo thành công ở trạng thái 'Chờ duyệt'. Biểu phí gốc không bị lock.
(ii) UI: Không có lỗi conflict. Cả 2 Maker đều thấy bản ghi tại Tác vụ Pending.","Sao chép = Thêm mới → không lock","","",""
"US08-TC-042","SC-42","Tham chiếu US06 validate; QTC-12 Maker-Checker","US08 – Sao chép Biểu phí","Xác nhận / Đóng","Spam-click nút 'Xác nhận' trên form clone — FE chỉ gửi 1 request, không tạo trùng","NFR","Medium","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã sao chép biểu phí gốc, sửa Mã = 'BP-SPAMXN' (unique), dữ liệu hợp lệ.","1. Trên form Thêm mới (clone), nhấn nút 'Xác nhận' liên tục 3-5 lần nhanh.
2. Quan sát hành vi FE.","(i) Nghiệp vụ/Logic: FE chỉ gửi 1 request lưu. Chỉ tạo 1 bản ghi 'Chờ duyệt'. Không tạo trùng.
(ii) UI: Nút 'Xác nhận' bị disable sau click đầu tiên hoặc hiển thị loading. Toast 'Thêm mới thành công' hiển thị 1 lần.","Chống spam-click nút Xác nhận","","",""
"US08-TC-043","SC-43","Bảng Điều kiện tiên quyết STT 1: 'Người dùng có quyền Maker trên chức năng Biểu phí'","US08 – Sao chép Biểu phí","Xác nhận / Đóng","User KHÔNG có quyền Maker — Nút 'Sao chép' không hiển thị hoặc bị disabled","NFR","High","1. User đăng nhập với tài khoản KHÔNG có quyền Maker trên chức năng Biểu phí (chỉ có quyền Viewer).","1. Truy cập Tham số >> Danh mục biểu phí.
2. Quan sát cột 'Hành động' tại các dòng biểu phí.
3. Tìm nút 'Sao chép'.","(i) Nghiệp vụ/Logic: User không có quyền Maker KHÔNG thể thực hiện sao chép biểu phí.
(ii) UI: Nút 'Sao chép' không hiển thị hoặc bị disabled tại cột 'Hành động'.","Phân quyền chức năng","","",""
"US08-TC-044","SC-44","QTC-12 §1: Checker nhấn Phê duyệt; Yêu cầu chống spam-click","US08 – Sao chép Biểu phí","Maker-Checker","Spam-click nút 'Phê duyệt' bản clone (Checker) — FE chỉ gửi 1 request","NFR","Medium","1. User Checker đăng nhập.
2. Bản ghi clone đang ở trạng thái 'Chờ duyệt' tại Tác vụ chờ duyệt.","1. Truy cập Tác vụ chờ duyệt.
2. Tại dòng bản ghi clone, nhấn nút 'Phê duyệt' liên tục 3-5 lần nhanh.
3. Quan sát hành vi.","(i) Nghiệp vụ/Logic: FE chỉ gửi 1 request phê duyệt. Bản ghi chỉ được duyệt 1 lần.
(ii) UI: Nút 'Phê duyệt' bị disable sau click đầu tiên. Không duplicate request.","Chống spam-click nút Phê duyệt","","",""
"US08-TC-045","SC-45","QTC-12 §1: Checker nhấn Từ chối; Yêu cầu chống spam-click","US08 – Sao chép Biểu phí","Maker-Checker","Spam-click nút 'Từ chối' bản clone (Checker) — FE chỉ gửi 1 request","NFR","Medium","1. User Checker đăng nhập.
2. Bản ghi clone đang ở trạng thái 'Chờ duyệt' tại Tác vụ chờ duyệt.","1. Truy cập Tác vụ chờ duyệt.
2. Tại dòng bản ghi clone, nhấn nút 'Từ chối' liên tục 3-5 lần nhanh.
3. Quan sát hành vi.","(i) Nghiệp vụ/Logic: FE chỉ gửi 1 request từ chối. Bản ghi chỉ bị từ chối 1 lần.
(ii) UI: Nút 'Từ chối' bị disable sau click đầu tiên. Không duplicate request.","Chống spam-click nút Từ chối","","",""
"US08-TC-046","SC-46","QTC-12 §2: Maker nhấn Xóa; Yêu cầu chống spam-click","US08 – Sao chép Biểu phí","Maker-Checker","Spam-click nút 'Xóa' bản clone tại Tác vụ Pending (Maker) — FE chỉ gửi 1 request","NFR","Medium","1. User Maker đăng nhập.
2. Bản ghi clone đang ở trạng thái 'Chờ duyệt' tại Tác vụ Pending của tôi.","1. Truy cập Tác vụ Pending của tôi.
2. Tại dòng bản ghi clone, nhấn nút 'Xóa' liên tục 3-5 lần nhanh.
3. Quan sát hành vi.","(i) Nghiệp vụ/Logic: FE chỉ gửi 1 request xóa. Bản ghi chỉ bị xóa 1 lần.
(ii) UI: Nút 'Xóa' bị disable sau click đầu tiên. Không duplicate request.","Chống spam-click nút Xóa","","",""
"US08-TC-047","SC-47","[Tham chiếu US07] Mục ""Yêu cầu nghiệp vụ"" – ""Các thông tin Code phí hợp lệ sẽ thay thế toàn bộ danh sách các code phí cũ""","US08 – Sao chép Biểu phí","Upload file Excel","Upload file Excel hợp lệ chứa danh sách Code phí (Có chỉnh sửa = No) → hệ thống thay thế toàn bộ Code phí cũ","Happy Path","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel (.xlsx) hợp lệ gồm 3 sheet: Code phí, Điều kiện tính phí, Quy tắc tính phí.
4. Sheet Code phí chứa Code phí D, E với cột ""Có chỉnh sửa chi tiết Code phí hay không?"" = ""No"".","1. Trên form Thêm mới (clone), click nút ""Tải lên"".
2. Chọn file Excel đã chuẩn bị → click ""Open"".
3. Chờ hệ thống xử lý validate.","(i) Nghiệp vụ/Logic: Hệ thống thay thế toàn bộ Code phí cũ (A, B, C) bằng danh sách mới (D, E). Code phí A, B, C không còn trong Biểu phí.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị danh sách Code phí mới gồm D, E.","[Nguồn: US07-TC-001]","","",""
"US08-TC-048","SC-48","[Tham chiếu US07] Bảng template upload, Sheet Quy tắc tính phí – ""Tối thiểu > 0, Tối đa > 0, Tối thiểu < Tối đa""","US08 – Sao chép Biểu phí","Upload file Excel","Upload file hợp lệ với Code phí Thỏa thuận, Chỉnh sửa = Yes → thay đổi Tối thiểu/Tối đa thành công","Happy Path","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-01-0001"" có Quy tắc tính phí = Thỏa thuận, Tối thiểu hiện tại = 100, Tối đa = 500.
4. File Excel: sheet Code phí có ""228-01-0001"" với ""Có chỉnh sửa"" = ""Yes"".
5. Sheet Quy tắc tính phí: ParentId = ""228-01-0001"", Quy tắc = ""Thỏa thuận"", Tối thiểu = 200, Tối đa = 1000.","1. Trên form Thêm mới (clone), click nút ""Tải lên"".
2. Chọn file Excel đã chuẩn bị → click ""Open"".
3. Chờ hệ thống validate 3 bước.
4. Kiểm tra phân vùng Thông tin chi tiết.","(i) Nghiệp vụ/Logic: Hệ thống cập nhật Code phí ""228-01-0001"" với Tối thiểu = 200, Tối đa = 1000. Dữ liệu Quy tắc tính phí được thay thế thành công.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị Code phí ""228-01-0001"" với giá trị Tối thiểu/Tối đa mới.","[Nguồn: US07-TC-002]","","",""
"US08-TC-049","SC-49","[Tham chiếu US07] Bảng template upload, Sheet Quy tắc tính phí – ""Số cố định >= 0""","US08 – Sao chép Biểu phí","Upload file Excel","Upload file hợp lệ với Code phí Số cố định, Chỉnh sửa = Yes → thay đổi Số cố định thành công","Happy Path","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-02-0001"" có Quy tắc = Số cố định, Số cố định hiện tại = 50000.
4. File Excel: ""228-02-0001"" với ""Có chỉnh sửa"" = ""Yes"".
5. Sheet Quy tắc: ParentId = ""228-02-0001"", Số cố định = 75000, Tối thiểu và Tối đa bỏ trống.","1. Trên form Thêm mới (clone), click nút ""Tải lên"".
2. Chọn file Excel → click ""Open"".
3. Chờ hệ thống validate.
4. Kiểm tra phân vùng Thông tin chi tiết.","(i) Nghiệp vụ/Logic: Hệ thống cập nhật Số cố định của ""228-02-0001"" từ 50000 thành 75000.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị Code phí ""228-02-0001"" với Số cố định = 75,000.","[Nguồn: US07-TC-003]","","",""
"US08-TC-050","SC-50","[Tham chiếu US07] Bảng ""Xử lý tự động"", Bước 2 – ""Hệ thống sẽ kiểm tra và thay thế dữ liệu Mô tả cũ và Giá trị cũ""","US08 – Sao chép Biểu phí","Upload file Excel","Upload file hợp lệ với Chỉnh sửa = Yes → thay đổi Mô tả và Giá trị tại sheet Điều kiện tính phí thành công","Happy Path","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. Code phí ""228-01-0001"" có Điều kiện: Nguồn DL = ""ETL Khách hàng"", Tên trường = ""TARGET"", Operator = ""="", Mô tả hiện tại = ""Loại KH"", Giá trị hiện tại = ""1000"".
4. File Excel: ""228-01-0001"" với ""Có chỉnh sửa"" = ""Yes"".
5. Sheet Điều kiện: ParentId = ""228-01-0001"", Nguồn DL = ""ETL Khách hàng"", Tên trường = ""TARGET"", Operator = ""="", Mô tả = ""Loại hình KH cá nhân/doanh nghiệp"", Giá trị = ""4000"".","1. Click nút ""Tải lên"" trên form Thêm mới (clone).
2. Chọn file Excel → click ""Open"".
3. Chờ validate.
4. Kiểm tra phân vùng Thông tin chi tiết → xem Điều kiện tính phí của ""228-01-0001"".","(i) Nghiệp vụ/Logic: Hệ thống thay thế Mô tả cũ = ""Loại KH"" bằng ""Loại hình KH cá nhân/doanh nghiệp"" và Giá trị cũ = ""1000"" bằng ""4000"".
(ii) UI: Điều kiện tính phí của Code phí ""228-01-0001"" hiển thị Mô tả và Giá trị mới.","[Nguồn: US07-TC-004]","","",""
"US08-TC-051","SC-51","[Tham chiếu US07] Bảng ""Xử lý tự động"", Bước 1 – ""Với code phí = No, hệ thống sẽ không kiểm tra sheet con""","US08 – Sao chép Biểu phí","Upload file Excel","Upload file hỗn hợp Code phí Yes/No → hệ thống chỉ validate sheet con cho Yes, bỏ qua cho No","Happy Path","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel chứa 3 Code phí:
4. - ""228-01-0001"": ""Có chỉnh sửa"" = ""Yes"" (có dữ liệu ĐK/QT đầy đủ, hợp lệ)
5. - ""228-01-0002"": ""Có chỉnh sửa"" = ""No""
6. - ""228-01-0003"": ""Có chỉnh sửa"" = ""No""
7. Sheet Điều kiện và Quy tắc chỉ có ParentId = ""228-01-0001"".","1. Click nút ""Tải lên"" trên form Thêm mới (clone).
2. Chọn file Excel → click ""Open"".
3. Chờ validate.
4. Kiểm tra danh sách Code phí trên phân vùng Thông tin chi tiết.","(i) Nghiệp vụ/Logic: Hệ thống validate và update chi tiết cho ""228-01-0001"" (Yes). Không validate sheet con cho ""228-01-0002"" và ""228-01-0003"" (No). Upload thành công.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị 3 Code phí. Code phí ""228-01-0001"" có dữ liệu ĐK/QT được cập nhật.","[Nguồn: US07-TC-005]","","",""
"US08-TC-052","SC-52","[Tham chiếu US07] Mockup màn hình lỗi – nút ""Upload lại"": ""Thực hiện lại luồng upload file excel""","US08 – Sao chép Biểu phí","Màn hình lỗi","Upload file lỗi → hiển thị màn hình 3 tab → nhấn ""Upload lại"" → chọn file mới thành công","Happy Path","High","1. User đăng nhập với quyền Maker trên chức năng Biểu phí.
2. Đã nhấn 'Sao chép' biểu phí gốc → Form Thêm mới Biểu phí hiển thị với dữ liệu pre-fill.
3. File Excel lỗi (file_loi.xlsx): chứa Code phí không tồn tại.
4. File Excel hợp lệ (file_ok.xlsx): chứa Code phí hợp lệ.","1. Click nút ""Tải lên"" → chọn file_loi.xlsx → click ""Open"".
2. Hệ thống hiển thị màn hình ""Danh sách code phí upload lỗi"" với 3 tab.
3. Click nút ""Upload lại"".
4. Chọn file_ok.xlsx → click ""Open"".
5. Chờ hệ thống validate.","(i) Nghiệp vụ/Logic: Bước 2 — hệ thống hiển thị lỗi tại tab Code phí. Bước 5 — hệ thống upload thành công, thay thế toàn bộ Code phí.
(ii) UI: Bước 2 — Màn hình lỗi hiển thị 3 tab (Code phí, Điều kiện tính phí, Quy tắc tính phí). Bước 5 — Phân vùng Thông tin chi tiết hiển thị danh sách Code phí từ file_ok.xlsx.","[Nguồn: US07-TC-006]","","",""
